#miRNA	read_count	precursor	total	aaa	aab	aac	aad	aae	aaf	aag	aah	aai	aaj	aak	aal	aam	aan	aao	aap	aaq	aar	aas	aat	aau	aav	aaw	aay	aaz	aba	abb	abc	abd	abe	abf	abg	abh	abi	abj	abk	abl	abm	abn	abo	abp	abq	abr	abs	abt	abu	abv	abw	aby	abz	aca	acb	aaa(norm)	aab(norm)	aac(norm)	aad(norm)	aae(norm)	aaf(norm)	aag(norm)	aah(norm)	aai(norm)	aaj(norm)	aak(norm)	aal(norm)	aam(norm)	aan(norm)	aao(norm)	aap(norm)	aaq(norm)	aar(norm)	aas(norm)	aat(norm)	aau(norm)	aav(norm)	aaw(norm)	aay(norm)	aaz(norm)	aba(norm)	abb(norm)	abc(norm)	abd(norm)	abe(norm)	abf(norm)	abg(norm)	abh(norm)	abi(norm)	abj(norm)	abk(norm)	abl(norm)	abm(norm)	abn(norm)	abo(norm)	abp(norm)	abq(norm)	abr(norm)	abs(norm)	abt(norm)	abu(norm)	abv(norm)	abw(norm)	aby(norm)	abz(norm)	aca(norm)	acb(norm)
chr19_29716	18.00	chr19_29716	18.00	0	1.00	2.00	0	0	0	0	3.00	2.00	0	0	1.00	0	0	0	0	1.00	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	2.00	0	0	0	0	0	0	1.00	0	1.00	1.00	0	0	0	0	0	0	0	0.07	0.15	0	0	0	0	0.24	0.14	0	0	0.07	0	0	0	0	0.07	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.18	0	0	0	0	0	0	0.08	0	0.08	0.08	0	0	0	0	0	0
chr19_29733	2.00	chr19_29733	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.08
chr19_29786	11.00	chr19_29786	11.00	0	0	0	2.00	0	0	3.00	1.00	2.00	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0.14	0	0	0.20	0.08	0.14	0	0	0.07	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0
chr19_29820	15.00	chr19_29820	15.00	0	0	1.00	1.00	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	0	1.00	0	0	0	2.00	1.00	0	0	2.00	0	0	0	1.00	0	0	0	0	1.00	0	0	0.07	0.07	0	0	0	0.08	0	0	0	0	0.04	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	0.08	0	0	0	0.17	0.08	0	0	0.15	0	0	0	0.07	0	0	0	0	0.08
chr19_29859	423.00	chr19_29859	423.00	35.00	10.00	11.00	12.00	10.00	5.00	10.00	9.00	15.00	11.00	15.00	9.00	23.00	8.00	3.00	10.00	9.00	8.00	8.00	3.00	7.00	7.00	7.00	5.00	13.00	2.00	6.00	8.00	8.00	5.00	5.00	5.00	13.00	5.00	5.00	3.00	5.00	4.00	4.00	2.00	6.00	1.00	4.00	4.00	6.00	11.00	9.00	4.00	2.00	13.00	6.00	14.00	2.71	0.71	0.82	0.87	0.69	0.34	0.66	0.72	1.08	0.75	1.19	0.67	0.86	0.60	0.20	0.72	0.66	0.66	0.59	0.23	0.55	0.56	0.55	0.40	0.98	0.18	0.64	0.64	0.68	0.48	0.45	0.43	1.12	0.47	0.41	0.27	0.44	0.33	0.34	0.16	0.42	0.07	0.30	0.29	0.46	0.92	0.67	0.29	0.16	0.88	0.46	1.17
chr1_1006	3.00	chr1_1006	3.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_1083	86.00	chr1_1083	86.00	0	2.00	1.00	1.00	1.00	2.00	3.00	1.00	1.00	1.00	0	0	2.00	7.00	1.00	3.00	2.00	0	1.00	0	1.00	3.00	0	2.00	4.00	2.00	1.00	2.00	2.00	1.00	1.00	0	3.00	0	2.00	2.00	1.00	3.00	3.00	2.00	1.00	0	1.00	2.00	0	2.00	4.00	2.00	3.00	3.00	3.00	1.00	0	0.14	0.07	0.07	0.07	0.14	0.20	0.08	0.07	0.07	0	0	0.07	0.53	0.07	0.22	0.15	0	0.07	0	0.08	0.24	0	0.16	0.30	0.18	0.11	0.16	0.17	0.10	0.09	0	0.26	0	0.17	0.18	0.09	0.25	0.25	0.16	0.07	0	0.08	0.14	0	0.17	0.30	0.15	0.24	0.20	0.23	0.08
chr1_1099	26.00	chr1_1099	26.00	2.00	1.00	0	0	0	0	0	1.00	1.00	1.00	2.00	1.00	0	1.00	0	0	0	2.00	0	0	0	0	1.00	0	3.00	0	0	0	0	0	0	0	1.00	0	3.00	2.00	2.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0.15	0.07	0	0	0	0	0	0.08	0.07	0.07	0.16	0.07	0	0.08	0	0	0	0.16	0	0	0	0	0.08	0	0.23	0	0	0	0	0	0	0	0.09	0	0.25	0.18	0.17	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0.08	0
chr1_112	33.00	chr1_112	33.00	1.00	1.00	0	1.00	1.00	2.00	0	2.00	0	0	0	0	1.00	0	1.00	1.00	1.00	0	1.00	0	1.00	0	2.00	1.00	0	2.00	1.00	0	0	0	1.00	1.00	0	1.00	2.00	0	0	2.00	0	1.00	1.00	0	0	0	0	0	3.00	1.00	0	0	0	0	0.08	0.07	0	0.07	0.07	0.14	0	0.16	0	0	0	0	0.04	0	0.07	0.07	0.07	0	0.07	0	0.08	0	0.16	0.08	0	0.18	0.11	0	0	0	0.09	0.09	0	0.09	0.17	0	0	0.17	0	0.08	0.07	0	0	0	0	0	0.22	0.07	0	0	0	0
chr1_1128	20.00	chr1_1128	20.00	2.00	0	0	0	0	2.00	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	2.00	0	1.00	0	1.00	1.00	0	1.00	1.00	1.00	1.00	0	1.00	0	0	0.15	0	0	0	0	0.14	0	0	0	0.07	0.08	0	0	0	0	0	0	0	0	0	0	0.08	0	0.08	0	0	0	0	0	0	0	0.09	0	0	0	0	0.09	0.17	0	0.08	0	0.07	0.08	0	0.08	0.08	0.07	0.07	0	0.07	0	0
chr1_1153	34.00	chr1_1153	34.00	1.00	0	2.00	2.00	0	0	0	0	0	1.00	1.00	2.00	2.00	0	0	0	2.00	0	3.00	0	3.00	0	0	1.00	0	0	1.00	3.00	0	1.00	0	0	1.00	0	0	1.00	2.00	0	0	2.00	0	0	1.00	0	0	0	0	1.00	0	0	0	1.00	0.08	0	0.15	0.14	0	0	0	0	0	0.07	0.08	0.15	0.07	0	0	0	0.15	0	0.22	0	0.24	0	0	0.08	0	0	0.11	0.24	0	0.10	0	0	0.09	0	0	0.09	0.17	0	0	0.16	0	0	0.08	0	0	0	0	0.07	0	0	0	0.08
chr1_1271	6.00	chr1_1271	6.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0.09	0	0	0	0	0	0	0	0.09	0	0	0	0.07	0	0	0	0	0	0.07	0	0	0	0	0
chr1_1275	9.00	chr1_1275	9.00	0	1.00	0	0	0	0	0	0	0	0	2.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	1.00	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.16	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.07	0	0	0	0	0
chr1_1276	8.00	chr1_1276	8.00	0	1.00	0	0	0	0	0	0	0	0	2.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.16	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.07	0	0	0	0	0
chr1_1280	3.00	chr1_1280	3.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_1290	15.00	chr1_1290	15.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	2.00	2.00	2.00	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0.08	0.15	0.18	0.21	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0.07	0	0.08	0	0	0
chr1_1310	1040.00	chr1_1310	1040.00	20.00	14.00	18.00	15.00	23.00	36.00	16.00	8.00	21.00	12.00	15.00	19.00	47.00	29.00	5.00	28.00	15.00	17.00	32.00	19.00	13.00	13.00	24.00	21.00	19.00	14.00	19.00	16.00	14.00	18.00	16.00	12.00	20.00	27.00	20.00	9.00	20.00	11.00	24.00	15.00	12.00	9.00	31.00	22.00	30.00	17.00	29.00	36.00	14.00	24.00	22.00	40.00	1.55	0.99	1.34	1.09	1.58	2.45	1.05	0.64	1.51	0.82	1.19	1.41	1.76	2.18	0.34	2.02	1.10	1.39	2.35	1.47	1.02	1.04	1.88	1.69	1.43	1.23	2.02	1.28	1.19	1.74	1.45	1.04	1.73	2.53	1.65	0.80	1.75	0.92	2.03	1.18	0.85	0.62	2.34	1.59	2.29	1.42	2.14	2.62	1.10	1.63	1.70	3.35
chr1_1324	24.00	chr1_1324	24.00	0	2.00	0	0	1.00	0	0	0	0	2.00	0	1.00	2.00	0	0	0	0	1.00	0	1.00	0	0	0	4.00	2.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	2.00	0	0	0	0	0	0	1.00	1.00	0	1.00	0	0	0	0	0	0	0.14	0	0	0.07	0	0	0	0	0.14	0	0.07	0.07	0	0	0	0	0.08	0	0.08	0	0	0	0.32	0.15	0	0	0	0	0	0	0.09	0.09	0.09	0	0	0.17	0	0	0	0	0	0	0.07	0.08	0	0.07	0	0	0	0	0
chr1_1426	7.00	chr1_1426	7.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	1.00	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.09	0.09	0	0	0	0.07	0	0	0	0	0.08	0	0	0	0	0	0
chr1_1428	5.00	chr1_1428	5.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0.08
chr1_1465	11.00	chr1_1465	11.00	0	0	0	0	0	1.00	0	0	0	0	0	0	3.00	0	0	0	0	1.00	1.00	0	0	1.00	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.11	0	0	0	0	0.08	0.07	0	0	0.08	0	0	0	0	0	0.08	0	0	0	0.09	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0.08	0	0	0	0	0	0
chr1_1488	19895.00	chr1_1488	19895.00	320.00	287.00	388.00	411.00	328.00	532.00	285.00	230.00	457.00	551.00	430.00	301.00	886.00	632.00	319.00	506.00	676.00	381.00	765.00	519.00	483.00	561.00	518.00	499.00	655.00	376.00	366.00	326.00	273.00	290.00	234.00	173.00	244.00	237.00	274.00	203.00	295.00	282.00	346.00	414.00	278.00	143.00	283.00	280.00	212.00	336.00	278.00	307.00	312.00	598.00	251.00	364.00	24.74	20.37	28.90	29.74	22.56	36.20	18.74	18.31	32.84	37.79	34.15	22.30	33.20	47.58	21.70	36.57	49.38	31.25	56.18	40.22	37.96	44.68	40.68	40.08	49.43	33.01	38.88	26.15	23.23	28.08	21.21	15.04	21.05	22.19	22.63	18.04	25.80	23.49	29.27	32.62	19.68	9.90	21.39	20.19	16.17	27.99	20.56	22.34	24.45	40.59	19.35	30.51
chr1_150	27.00	chr1_150	27.00	0	0	0	1.00	0	1.00	0	0	0	2.00	1.00	1.00	1.00	0	1.00	0	0	0	0	0	1.00	0	1.00	1.00	0	0	1.00	1.00	0	0	0	1.00	0	0	1.00	0	1.00	0	1.00	1.00	1.00	0	0	2.00	2.00	1.00	0	0	0	1.00	0	2.00	0	0	0	0.07	0	0.07	0	0	0	0.14	0.08	0.07	0.04	0	0.07	0	0	0	0	0	0.08	0	0.08	0.08	0	0	0.11	0.08	0	0	0	0.09	0	0	0.08	0	0.09	0	0.08	0.08	0.07	0	0	0.14	0.15	0.08	0	0	0	0.07	0	0.17
chr1_1505	26.00	chr1_1505	26.00	0	0	0	0	2.00	2.00	0	2.00	0	1.00	0	0	1.00	0	0	1.00	0	0	0	1.00	0	0	0	0	1.00	0	1.00	1.00	0	0	0	0	1.00	1.00	0	0	1.00	1.00	0	1.00	1.00	0	0	0	0	0	0	1.00	0	1.00	2.00	3.00	0	0	0	0	0.14	0.14	0	0.16	0	0.07	0	0	0.04	0	0	0.07	0	0	0	0.08	0	0	0	0	0.08	0	0.11	0.08	0	0	0	0	0.09	0.09	0	0	0.09	0.08	0	0.08	0.07	0	0	0	0	0	0	0.07	0	0.07	0.15	0.25
chr1_1525	2.00	chr1_1525	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_1574	5.00	chr1_1574	5.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.07	0	0	0	0	0
chr1_1603	5.00	chr1_1603	5.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.08
chr1_1623	91.00	chr1_1623	91.00	1.00	1.00	2.00	2.00	0	2.00	1.00	1.00	4.00	4.00	9.00	2.00	2.00	1.00	1.00	2.00	2.00	1.00	5.00	0	2.00	4.00	0	0	3.00	1.00	10.00	0	3.00	1.00	1.00	3.00	0	1.00	0	0	4.00	2.00	0	3.00	0	0	0	0	5.00	1.00	3.00	0	0	1.00	0	0	0.08	0.07	0.15	0.14	0	0.14	0.07	0.08	0.29	0.27	0.71	0.15	0.07	0.08	0.07	0.14	0.15	0.08	0.37	0	0.16	0.32	0	0	0.23	0.09	1.06	0	0.26	0.10	0.09	0.26	0	0.09	0	0	0.35	0.17	0	0.24	0	0	0	0	0.38	0.08	0.22	0	0	0.07	0	0
chr1_1669	7.00	chr1_1669	7.00	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.08	0.08	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0
chr1_1724	87.00	chr1_1724	87.00	1.00	3.00	3.00	0	2.00	0	1.00	1.00	0	0	5.00	4.00	1.00	0	2.00	1.00	2.00	0	2.00	1.00	2.00	2.00	2.00	2.00	5.00	9.00	4.00	2.00	0	2.00	2.00	1.00	4.00	1.00	3.00	0	2.00	2.00	3.00	2.00	1.00	0	1.00	2.00	0	1.00	1.00	1.00	0	0	1.00	0	0.08	0.21	0.22	0	0.14	0	0.07	0.08	0	0	0.40	0.30	0.04	0	0.14	0.07	0.15	0	0.15	0.08	0.16	0.16	0.16	0.16	0.38	0.79	0.42	0.16	0	0.19	0.18	0.09	0.35	0.09	0.25	0	0.17	0.17	0.25	0.16	0.07	0	0.08	0.14	0	0.08	0.07	0.07	0	0	0.08	0
chr1_1749	9.00	chr1_1749	9.00	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	2.00	0	2.00	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0.17	0	0.17	0	0	0.07	0.08	0	0	0	0	0	0	0	0	0
chr1_1789	8.00	chr1_1789	8.00	0	0	0	0	0	0	0	1.00	0	1.00	0	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0.08	0	0.07	0	0.07	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.07	0	0
chr1_1810	79.00	chr1_1810	79.00	2.00	5.00	2.00	2.00	2.00	4.00	6.00	3.00	7.00	5.00	4.00	3.00	6.00	1.00	0	1.00	0	0	0	0	0	0	1.00	0	0	3.00	2.00	1.00	3.00	2.00	1.00	1.00	1.00	5.00	2.00	0	0	3.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0.15	0.35	0.15	0.14	0.14	0.27	0.39	0.24	0.50	0.34	0.32	0.22	0.22	0.08	0	0.07	0	0	0	0	0	0	0.08	0	0	0.26	0.21	0.08	0.26	0.19	0.09	0.09	0.09	0.47	0.17	0	0	0.25	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0
chr1_1841	2435.00	chr1_1841	2435.00	41.00	63.00	32.00	47.00	32.00	37.00	39.00	69.00	74.00	52.00	67.00	38.00	112.00	55.00	13.00	48.00	53.00	22.00	63.00	41.00	35.00	64.00	34.00	64.00	57.00	43.00	51.00	62.00	46.00	61.00	63.00	59.00	54.00	43.00	37.00	38.00	48.00	37.00	40.00	59.00	47.00	9.00	22.00	51.00	33.00	41.00	46.00	40.00	28.00	62.00	20.00	43.00	3.17	4.47	2.38	3.40	2.20	2.52	2.56	5.49	5.32	3.57	5.32	2.81	4.20	4.14	0.88	3.47	3.87	1.80	4.63	3.18	2.75	5.10	2.67	5.14	4.30	3.78	5.42	4.97	3.91	5.91	5.71	5.13	4.66	4.03	3.06	3.38	4.20	3.08	3.38	4.65	3.33	0.62	1.66	3.68	2.52	3.42	3.40	2.91	2.19	4.21	1.54	3.60
chr1_1849	26.00	chr1_1849	26.00	1.00	2.00	2.00	0	0	0	0	0	1.00	1.00	0	1.00	0	1.00	1.00	1.00	0	0	1.00	0	1.00	0	1.00	0	1.00	0	1.00	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	1.00	0	1.00	0	0	1.00	0	1.00	0	2.00	0	0	0	0.08	0.14	0.15	0	0	0	0	0	0.07	0.07	0	0.07	0	0.08	0.07	0.07	0	0	0.07	0	0.08	0	0.08	0	0.08	0	0.11	0	0	0	0.09	0.17	0.09	0	0	0	0	0	0	0.08	0	0.07	0	0	0.08	0	0.07	0	0.16	0	0	0
chr1_1978	10.00	chr1_1978	10.00	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	1.00	0	0	1.00	0	0.07	0	0	0	0	0	0	0	0	0	0	0.04	0	0.07	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.09	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0.08	0	0	0.08
chr1_203	50.00	chr1_203	50.00	1.00	1.00	0	1.00	1.00	1.00	1.00	1.00	0	1.00	1.00	1.00	1.00	2.00	1.00	2.00	2.00	2.00	1.00	1.00	1.00	0	1.00	1.00	0	0	0	2.00	1.00	3.00	0	0	1.00	2.00	0	0	1.00	0	2.00	0	2.00	0	3.00	0	4.00	1.00	0	0	1.00	0	1.00	1.00	0.08	0.07	0	0.07	0.07	0.07	0.07	0.08	0	0.07	0.08	0.07	0.04	0.15	0.07	0.14	0.15	0.16	0.07	0.08	0.08	0	0.08	0.08	0	0	0	0.16	0.09	0.29	0	0	0.09	0.19	0	0	0.09	0	0.17	0	0.14	0	0.23	0	0.31	0.08	0	0	0.08	0	0.08	0.08
chr1_2040	11.00	chr1_2040	11.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	1.00	0	0	0	2.00	0	1.00	0	0	0	0	1.00	0	0	1.00	0	1.00	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.09	0	0	0	0.10	0	0	0	0.19	0	0.09	0	0	0	0	0.07	0	0	0.07	0	0.08	0	0	0	0	0	0.17
chr1_2077	2.00	chr1_2077	2.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1_2179	18.00	chr1_2179	18.00	0	1.00	0	0	1.00	2.00	0	0	0	0	0	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	1.00	0	1.00	0	1.00	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	2.00	2.00	0	0.07	0	0	0.07	0.14	0	0	0	0	0	0.07	0.07	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.11	0	0	0	0.09	0	0.09	0	0.08	0	0.09	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0.15	0.17
chr1_2198	23.00	chr1_2198	23.00	2.00	0	0	0	2.00	0	0	0	0	0	1.00	0	0	2.00	0	0	1.00	1.00	2.00	0	0	0	1.00	2.00	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	2.00	0	0	0	1.00	1.00	0	0	2.00	0	0	0	0	1.00	0.15	0	0	0	0.14	0	0	0	0	0	0.08	0	0	0.15	0	0	0.07	0.08	0.15	0	0	0	0.08	0.16	0	0	0	0	0.09	0	0.09	0	0	0	0	0	0	0	0.17	0	0	0	0.08	0.07	0	0	0.15	0	0	0	0	0.08
chr1_2224	9.00	chr1_2224	9.00	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	2.00	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.07	0	0	0	0.08	0	0	0	0	0	0	0	0	0.08	0	0.08	0	0	0	0	0	0	0	0	0	0.17	0.09	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0
chr1_2244	22.00	chr1_2244	22.00	0	0	1.00	0	1.00	0	0	0	0	0	0	1.00	1.00	0	1.00	0	1.00	1.00	0	0	2.00	0	0	1.00	2.00	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	1.00	0	0	0	0	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0.07	0	0.07	0	0	0	0	0	0	0.07	0.04	0	0.07	0	0.07	0.08	0	0	0.16	0	0	0.08	0.15	0	0	0	0	0	0	0	0	0	0.08	0.18	0.17	0.08	0	0	0	0	0.08	0.07	0.08	0.08	0	0	0	0	0	0
chr1_2324	10.00	chr1_2324	10.00	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	1.00	0	1.00	1.00	0	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.04	0.08	0	0	0	0	0	0	0	0.08	0	0.08	0.08	0	0	0	0	0	0.09	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0.07	0.08	0
