#miRNA	read_count	precursor	total	aaa	aab	aac	aad	aae	aaf	aag	aah	aai	aaj	aak	aal	aam	aan	aao	aap	aaq	aar	aas	aat	aau	aav	aaw	aay	aaz	aba	abb	abc	abd	abe	abf	abg	abh	abi	abj	abk	abl	abm	abn	abo	abp	abq	abr	abs	abt	abu	abv	abw	aby	abz	aca	acb	aaa(norm)	aab(norm)	aac(norm)	aad(norm)	aae(norm)	aaf(norm)	aag(norm)	aah(norm)	aai(norm)	aaj(norm)	aak(norm)	aal(norm)	aam(norm)	aan(norm)	aao(norm)	aap(norm)	aaq(norm)	aar(norm)	aas(norm)	aat(norm)	aau(norm)	aav(norm)	aaw(norm)	aay(norm)	aaz(norm)	aba(norm)	abb(norm)	abc(norm)	abd(norm)	abe(norm)	abf(norm)	abg(norm)	abh(norm)	abi(norm)	abj(norm)	abk(norm)	abl(norm)	abm(norm)	abn(norm)	abo(norm)	abp(norm)	abq(norm)	abr(norm)	abs(norm)	abt(norm)	abu(norm)	abv(norm)	abw(norm)	aby(norm)	abz(norm)	aca(norm)	acb(norm)
hsa-miR-203b-5p	0.00	hsa-mir-203b	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-204-5p	436.00	hsa-mir-204	436.00	2.00	12.00	5.00	2.00	12.00	3.00	3.00	1.00	1.00	0	8.00	10.00	13.00	10.00	0	3.00	9.00	30.00	7.00	12.00	16.00	9.00	54.00	7.00	4.00	1.00	9.00	10.00	2.00	0	7.00	5.00	6.00	16.00	5.00	1.00	3.00	1.00	1.00	9.00	6.00	1.00	1.00	4.00	4.00	14.00	5.00	43.00	11.00	23.00	11.00	4.00	0.15	0.85	0.37	0.14	0.83	0.20	0.20	0.08	0.07	0	0.64	0.74	0.49	0.75	0	0.22	0.66	2.46	0.51	0.93	1.26	0.72	4.24	0.56	0.30	0.09	0.96	0.80	0.17	0	0.64	0.44	0.52	1.50	0.41	0.09	0.26	0.08	0.08	0.71	0.42	0.07	0.08	0.29	0.31	1.17	0.37	3.13	0.86	1.56	0.85	0.34
hsa-miR-205-5p	4.00	hsa-mir-205	4.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2052	0.00	hsa-mir-2052	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-2054	0.00	hsa-mir-2054	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208a-5p	0.00	hsa-mir-208a	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-208b-5p	0.00	hsa-mir-208b	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-20a-5p	2071.00	hsa-mir-20a	2071.00	18.00	20.00	39.00	41.00	32.00	67.00	39.00	22.00	43.00	19.00	20.00	37.00	57.00	33.00	3.00	78.00	30.00	45.00	66.00	28.00	26.00	49.00	75.00	31.00	22.00	24.00	28.00	22.00	23.00	32.00	31.00	22.00	25.00	50.00	37.00	11.00	64.00	32.00	17.00	16.00	12.00	8.00	1.00	35.00	29.00	54.00	15.00	387.00	9.00	98.00	8.00	41.00	1.39	1.42	2.91	2.97	2.20	4.56	2.57	1.75	3.09	1.30	1.59	2.74	2.14	2.49	0.20	5.64	2.19	3.69	4.85	2.17	2.05	3.91	5.89	2.49	1.66	2.11	2.99	1.77	1.96	3.10	2.81	1.91	2.16	4.69	3.06	0.98	5.60	2.67	1.44	1.26	0.85	0.55	0.08	2.53	2.21	4.51	1.11	28.19	0.71	6.66	0.62	3.44
hsa-miR-20b-5p	1189.00	hsa-mir-20b	1189.00	21.00	10.00	25.00	32.00	21.00	32.00	22.00	15.00	22.00	12.00	27.00	19.00	24.00	19.00	4.00	57.00	14.00	19.00	30.00	21.00	9.00	37.00	45.00	14.00	16.00	8.00	12.00	19.00	6.00	20.00	18.00	16.00	24.00	20.00	19.00	8.00	21.00	16.00	19.00	13.00	7.00	3.00	3.00	24.00	14.00	38.00	19.00	171.00	15.00	49.00	11.00	29.00	1.62	0.71	1.86	2.32	1.45	2.18	1.45	1.19	1.58	0.82	2.15	1.41	0.90	1.43	0.27	4.12	1.02	1.56	2.20	1.63	0.71	2.95	3.54	1.13	1.21	0.70	1.28	1.53	0.51	1.94	1.63	1.39	2.07	1.87	1.57	0.71	1.84	1.33	1.61	1.02	0.50	0.21	0.23	1.73	1.07	3.17	1.41	12.46	1.18	3.33	0.85	2.43
hsa-miR-21-5p	27050.00	hsa-mir-21	27050.00	309.00	131.00	280.00	384.00	336.00	548.00	408.00	147.00	365.00	461.00	178.00	391.00	604.00	410.00	95.00	611.00	334.00	795.00	610.00	279.00	137.00	251.00	540.00	339.00	287.00	165.00	277.00	328.00	198.00	426.00	247.00	235.00	304.00	495.00	396.00	104.00	552.00	294.00	214.00	200.00	161.00	119.00	525.00	556.00	385.00	861.00	205.00	5359.00	406.00	853.00	1861.00	2094.00	23.91	9.31	20.88	27.80	23.12	37.30	26.85	11.71	26.26	31.66	14.15	28.98	22.66	30.89	6.47	44.20	24.42	65.26	44.82	21.64	10.78	20.01	42.42	27.24	21.69	14.52	29.61	26.34	16.89	41.30	22.41	20.45	26.26	46.39	32.75	9.25	48.31	24.52	18.11	15.77	11.40	8.25	39.69	40.13	29.40	71.92	15.18	390.36	31.83	57.93	143.54	175.65
hsa-miR-210-5p	742.00	hsa-mir-210	742.00	6.00	12.00	11.00	6.00	9.00	12.00	8.00	20.00	13.00	6.00	32.00	12.00	20.00	9.00	4.00	14.00	33.00	15.00	31.00	15.00	21.00	26.00	6.00	19.00	27.00	32.00	26.00	23.00	13.00	10.00	12.00	16.00	17.00	17.00	15.00	10.00	14.00	18.00	20.00	20.00	12.00	2.00	4.00	4.00	5.00	15.00	13.00	6.00	7.00	9.00	3.00	12.00	0.46	0.85	0.82	0.43	0.62	0.82	0.53	1.59	0.94	0.41	2.54	0.89	0.75	0.68	0.27	1.01	2.41	1.23	2.28	1.16	1.65	2.07	0.47	1.53	2.04	2.82	2.78	1.85	1.11	0.97	1.09	1.39	1.47	1.59	1.24	0.89	1.23	1.50	1.69	1.58	0.85	0.14	0.30	0.29	0.38	1.25	0.96	0.44	0.55	0.61	0.23	1.01
hsa-miR-211-5p	66.00	hsa-mir-211	66.00	2.00	1.00	2.00	0	1.00	1.00	0	4.00	1.00	1.00	1.00	0	1.00	0	0	1.00	2.00	3.00	1.00	2.00	4.00	2.00	3.00	3.00	0	0	0	0	2.00	3.00	0	0	2.00	1.00	2.00	2.00	3.00	0	1.00	1.00	0	0	0	0	2.00	3.00	2.00	3.00	1.00	1.00	0	1.00	0.15	0.07	0.15	0	0.07	0.07	0	0.32	0.07	0.07	0.08	0	0.04	0	0	0.07	0.15	0.25	0.07	0.16	0.31	0.16	0.24	0.24	0	0	0	0	0.17	0.29	0	0	0.17	0.09	0.17	0.18	0.26	0	0.08	0.08	0	0	0	0	0.15	0.25	0.15	0.22	0.08	0.07	0	0.08
hsa-miR-2110	1521.00	hsa-mir-2110	1521.00	31.00	37.00	22.00	27.00	26.00	31.00	31.00	46.00	43.00	31.00	21.00	32.00	64.00	40.00	7.00	36.00	35.00	19.00	61.00	41.00	18.00	33.00	17.00	29.00	21.00	30.00	23.00	34.00	27.00	24.00	37.00	51.00	35.00	29.00	32.00	37.00	31.00	25.00	17.00	23.00	15.00	25.00	11.00	26.00	26.00	22.00	35.00	23.00	15.00	32.00	15.00	22.00	2.40	2.63	1.64	1.95	1.79	2.11	2.04	3.66	3.09	2.13	1.67	2.37	2.40	3.01	0.48	2.60	2.56	1.56	4.48	3.18	1.42	2.63	1.34	2.33	1.59	2.64	2.46	2.73	2.30	2.33	3.36	4.44	3.02	2.72	2.65	3.29	2.71	2.09	1.44	1.81	1.06	1.73	0.83	1.88	1.99	1.84	2.59	1.68	1.18	2.17	1.16	1.85
hsa-miR-2114-5p	2.00	hsa-mir-2114	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0.07	0	0	0	0
hsa-miR-2115-5p	16.00	hsa-mir-2115	16.00	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	4.00	2.00	2.00	0	2.00	0	0	1.00	0	0	0	0.07	0	0	0	0	0	0	0	0	0.07	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0.29	0.15	0.17	0	0.15	0	0	0.08	0
hsa-miR-2116-5p	2.00	hsa-mir-2116	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0
hsa-miR-212-5p	21.00	hsa-mir-212	21.00	0	1.00	0	0	3.00	0	0	0	0	1.00	0	0	1.00	0	0	0	0	1.00	1.00	0	0	1.00	2.00	1.00	1.00	0	0	0	1.00	0	0	1.00	0	1.00	1.00	0	0	0	1.00	0	0	0	0	0	0	2.00	0	0	0	0	0	1.00	0	0.07	0	0	0.21	0	0	0	0	0.07	0	0	0.04	0	0	0	0	0.08	0.07	0	0	0.08	0.16	0.08	0.08	0	0	0	0.09	0	0	0.09	0	0.09	0.08	0	0	0	0.08	0	0	0	0	0	0	0.17	0	0	0	0	0	0.08
hsa-miR-214-5p	1.00	hsa-mir-214	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-215-5p	2146.00	hsa-mir-215	2146.00	29.00	22.00	30.00	23.00	21.00	30.00	29.00	20.00	29.00	37.00	46.00	23.00	91.00	32.00	12.00	28.00	47.00	41.00	48.00	24.00	50.00	62.00	66.00	44.00	34.00	17.00	46.00	49.00	46.00	29.00	54.00	24.00	28.00	46.00	19.00	12.00	73.00	42.00	31.00	27.00	21.00	9.00	43.00	65.00	78.00	54.00	71.00	41.00	55.00	104.00	91.00	53.00	2.24	1.56	2.24	1.67	1.45	2.04	1.91	1.59	2.09	2.54	3.66	1.70	3.41	2.41	0.82	2.03	3.44	3.37	3.53	1.86	3.93	4.94	5.19	3.54	2.57	1.50	4.92	3.94	3.92	2.81	4.90	2.09	2.42	4.31	1.57	1.07	6.39	3.50	2.62	2.13	1.49	0.62	3.25	4.69	5.96	4.51	5.26	2.99	4.31	7.06	7.02	4.45
hsa-miR-216a-5p	0.00	hsa-mir-216a	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-216b-5p	1.00	hsa-mir-216b	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-217	0.00	hsa-mir-217	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-218-5p	56.00	hsa-mir-218-1	56.00	0	0	0	25.00	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	18.00	0	0	0	0	1.00	0	0	0	0	0	0	1.00	1.00	0	1.00	0	0	1.00	1.00	2.00	0	0	1.00	0	0	0	2.00	0	0	0	1.81	0	0	0	0.08	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0.10	0	0	0	0	0	0	0.09	0.08	0	0.08	0	0	0.08	0.07	0.15	0	0	0.07	0	0	0	0.17
hsa-miR-218-5p	56.00	hsa-mir-218-2	56.00	0	0	0	25.00	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	18.00	0	0	0	0	1.00	0	0	0	0	0	0	1.00	1.00	0	1.00	0	0	1.00	1.00	2.00	0	0	1.00	0	0	0	2.00	0	0	0	1.81	0	0	0	0.08	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0.10	0	0	0	0	0	0	0.09	0.08	0	0.08	0	0	0.08	0.07	0.15	0	0	0.07	0	0	0	0.17
hsa-miR-219a-5p	5.00	hsa-mir-219a-1	5.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0
hsa-miR-219a-5p	1.00	hsa-mir-219a-2	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-219b-5p	31.00	hsa-mir-219b	31.00	1.00	1.00	0	1.00	1.00	0	1.00	1.00	0	0	0	0	0	0	0	0	3.00	0	3.00	0	1.00	0	0	1.00	0	1.00	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	4.00	1.00	1.00	2.00	3.00	1.00	0.08	0.07	0	0.07	0.07	0	0.07	0.08	0	0	0	0	0	0	0	0	0.22	0	0.22	0	0.08	0	0	0.08	0	0.09	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0.30	0.07	0.08	0.14	0.23	0.08
hsa-miR-22-5p	768.00	hsa-mir-22	768.00	17.00	12.00	19.00	7.00	5.00	16.00	15.00	20.00	23.00	14.00	17.00	17.00	34.00	16.00	2.00	22.00	15.00	21.00	29.00	3.00	17.00	24.00	10.00	13.00	20.00	11.00	14.00	8.00	13.00	16.00	12.00	11.00	11.00	25.00	23.00	12.00	14.00	10.00	13.00	11.00	8.00	6.00	5.00	13.00	24.00	11.00	13.00	10.00	10.00	13.00	17.00	26.00	1.32	0.85	1.42	0.51	0.34	1.09	0.99	1.59	1.65	0.96	1.35	1.26	1.28	1.21	0.14	1.59	1.10	1.72	2.13	0.23	1.34	1.91	0.79	1.04	1.51	0.97	1.50	0.64	1.11	1.55	1.09	0.96	0.95	2.34	1.90	1.07	1.23	0.83	1.10	0.87	0.57	0.42	0.38	0.94	1.83	0.92	0.96	0.73	0.78	0.88	1.31	2.18
hsa-miR-221-5p	65.00	hsa-mir-221	65.00	1.00	0	0	3.00	0	0	0	1.00	3.00	1.00	2.00	1.00	3.00	0	0	1.00	1.00	2.00	0	1.00	1.00	0	2.00	2.00	2.00	0	1.00	2.00	1.00	1.00	0	2.00	0	4.00	0	0	1.00	0	3.00	0	0	0	2.00	2.00	3.00	1.00	0	5.00	2.00	2.00	1.00	5.00	0.08	0	0	0.22	0	0	0	0.08	0.22	0.07	0.16	0.07	0.11	0	0	0.07	0.07	0.16	0	0.08	0.08	0	0.16	0.16	0.15	0	0.11	0.16	0.09	0.10	0	0.17	0	0.37	0	0	0.09	0	0.25	0	0	0	0.15	0.14	0.23	0.08	0	0.36	0.16	0.14	0.08	0.42
hsa-miR-222-5p	10.00	hsa-mir-222	10.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	1.00	1.00	0	0	0	0	0	1.00	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0.07	0.08	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0.09	0	0	0.09	0.08	0	0	0	0	0	0.07	0.08	0	0	0	0	0.07	0	0
hsa-miR-223-5p	68.00	hsa-mir-223	68.00	3.00	1.00	2.00	0	2.00	0	2.00	5.00	1.00	1.00	0	1.00	3.00	0	0	2.00	0	0	0	1.00	2.00	1.00	2.00	0	2.00	0	1.00	2.00	0	0	3.00	1.00	1.00	1.00	1.00	2.00	1.00	0	3.00	2.00	0	2.00	1.00	3.00	1.00	0	2.00	6.00	2.00	0	2.00	0	0.23	0.07	0.15	0	0.14	0	0.13	0.40	0.07	0.07	0	0.07	0.11	0	0	0.14	0	0	0	0.08	0.16	0.08	0.16	0	0.15	0	0.11	0.16	0	0	0.27	0.09	0.09	0.09	0.08	0.18	0.09	0	0.25	0.16	0	0.14	0.08	0.22	0.08	0	0.15	0.44	0.16	0	0.15	0
hsa-miR-224-5p	14.00	hsa-mir-224	14.00	0	1.00	0	0	0	0	1.00	0	0	0	0	3.00	2.00	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	1.00	1.00	0	1.00	0	0	0	1.00	0	0.07	0	0	0	0	0.07	0	0	0	0	0.22	0.08	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0.08	0.08	0	0.07	0	0	0	0.08
hsa-miR-2276-5p	4.00	hsa-mir-2276	4.00	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0
hsa-miR-2277-5p	110.00	hsa-mir-2277	110.00	1.00	1.00	0	2.00	1.00	1.00	0	0	1.00	0	2.00	3.00	2.00	6.00	0	1.00	5.00	2.00	5.00	2.00	3.00	2.00	3.00	1.00	3.00	2.00	1.00	5.00	4.00	2.00	0	0	1.00	5.00	1.00	1.00	2.00	0	1.00	2.00	0	0	2.00	4.00	2.00	8.00	5.00	2.00	2.00	3.00	4.00	4.00	0.08	0.07	0	0.14	0.07	0.07	0	0	0.07	0	0.16	0.22	0.08	0.45	0	0.07	0.37	0.16	0.37	0.16	0.24	0.16	0.24	0.08	0.23	0.18	0.11	0.40	0.34	0.19	0	0	0.09	0.47	0.08	0.09	0.18	0	0.08	0.16	0	0	0.15	0.29	0.15	0.67	0.37	0.15	0.16	0.20	0.31	0.34
hsa-miR-2278	10.00	hsa-mir-2278	10.00	0	1.00	1.00	0	0	0	1.00	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0.07	0.07	0	0	0	0.07	0.08	0	0	0	0	0.04	0	0	0	0	0	0	0	0.08	0	0	0	0	0.09	0	0	0	0	0	0	0.09	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08
hsa-miR-2355-5p	85.00	hsa-mir-2355	85.00	1.00	0	2.00	0	2.00	3.00	2.00	0	1.00	1.00	0	0	1.00	4.00	0	2.00	5.00	0	2.00	0	1.00	0	2.00	0	1.00	0	1.00	0	1.00	0	0	0	0	3.00	0	0	0	1.00	0	3.00	0	2.00	2.00	3.00	2.00	12.00	3.00	4.00	1.00	1.00	8.00	8.00	0.08	0	0.15	0	0.14	0.20	0.13	0	0.07	0.07	0	0	0.04	0.30	0	0.14	0.37	0	0.15	0	0.08	0	0.16	0	0.08	0	0.11	0	0.09	0	0	0	0	0.28	0	0	0	0.08	0	0.24	0	0.14	0.15	0.22	0.15	1.00	0.22	0.29	0.08	0.07	0.62	0.67
hsa-miR-23a-5p	28.00	hsa-mir-23a	28.00	0	0	2.00	0	0	1.00	0	0	1.00	0	0	0	1.00	0	0	0	1.00	0	3.00	1.00	0	2.00	0	0	2.00	1.00	0	1.00	0	2.00	0	1.00	2.00	0	0	1.00	0	0	0	1.00	0	0	0	0	1.00	1.00	1.00	0	0	2.00	0	0	0	0	0.15	0	0	0.07	0	0	0.07	0	0	0	0.04	0	0	0	0.07	0	0.22	0.08	0	0.16	0	0	0.15	0.09	0	0.08	0	0.19	0	0.09	0.17	0	0	0.09	0	0	0	0.08	0	0	0	0	0.08	0.08	0.07	0	0	0.14	0	0
hsa-miR-23b-5p	5.00	hsa-mir-23b	5.00	0	0	0	1.00	0	0	0	0	0	0	0	0	1.00	0	0	0	1.00	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.04	0	0	0	0.07	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0
hsa-miR-24-1-5p	2.00	hsa-mir-24-1	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17
hsa-miR-24-2-5p	121.00	hsa-mir-24-2	121.00	4.00	0	1.00	3.00	3.00	2.00	3.00	0	3.00	3.00	3.00	3.00	3.00	3.00	0	4.00	2.00	3.00	6.00	3.00	2.00	3.00	1.00	2.00	1.00	0	2.00	2.00	0	1.00	2.00	1.00	1.00	5.00	3.00	0	3.00	0	0	1.00	1.00	0	2.00	1.00	7.00	7.00	3.00	4.00	1.00	5.00	3.00	5.00	0.31	0	0.07	0.22	0.21	0.14	0.20	0	0.22	0.21	0.24	0.22	0.11	0.23	0	0.29	0.15	0.25	0.44	0.23	0.16	0.24	0.08	0.16	0.08	0	0.21	0.16	0	0.10	0.18	0.09	0.09	0.47	0.25	0	0.26	0	0	0.08	0.07	0	0.15	0.07	0.53	0.58	0.22	0.29	0.08	0.34	0.23	0.42
hsa-miR-2467-5p	13.00	hsa-mir-2467	13.00	0	0	1.00	0	0	0	0	0	0	0	1.00	1.00	0	0	0	0	1.00	0	0	0	1.00	0	0	0	0	0	0	0	0	0	1.00	0	0	0	0	1.00	0	0	0	0	0	0	0	2.00	1.00	1.00	0	1.00	0	1.00	0	0	0	0	0.07	0	0	0	0	0	0	0	0.08	0.07	0	0	0	0	0.07	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.09	0	0	0	0	0	0	0	0.14	0.08	0.08	0	0.07	0	0.07	0	0
hsa-miR-25-5p	322.00	hsa-mir-25	322.00	8.00	5.00	8.00	7.00	2.00	6.00	4.00	6.00	5.00	4.00	11.00	15.00	9.00	5.00	0	8.00	11.00	9.00	12.00	5.00	6.00	8.00	6.00	10.00	7.00	9.00	14.00	13.00	5.00	5.00	7.00	7.00	4.00	6.00	5.00	2.00	6.00	8.00	2.00	2.00	3.00	3.00	5.00	9.00	6.00	6.00	5.00	2.00	1.00	3.00	2.00	5.00	0.62	0.36	0.60	0.51	0.14	0.41	0.26	0.48	0.36	0.27	0.87	1.11	0.34	0.38	0	0.58	0.80	0.74	0.88	0.39	0.47	0.64	0.47	0.80	0.53	0.79	1.50	1.04	0.43	0.48	0.64	0.61	0.35	0.56	0.41	0.18	0.53	0.67	0.17	0.16	0.21	0.21	0.38	0.65	0.46	0.50	0.37	0.15	0.08	0.20	0.15	0.42
